id,zipcode,city,state,fo,dds,oho,fo_id,dds_id,oho_id
1943,6132,Hartford,CT,HARTFORD CT,,,,,
1944,6133,West Hartford,CT,HARTFORD CT,,,,,
1945,6134,Hartford,CT,HARTFORD CT,,,,,
1946,6137,West Hartford,CT,HARTFORD CT,,,,,
1947,6138,East Hartford,CT,EAST HARTFORD CT,,,,,
1948,6140,Hartford,CT,HARTFORD CT,,,,,
1949,6141,Hartford,CT,HARTFORD CT,,,,,
1950,6142,Hartford,CT,HARTFORD CT,,,,,
1951,6143,Hartford,CT,HARTFORD CT,,,,,
1952,6144,Hartford,CT,HARTFORD CT,,,,,
1953,6145,Hartford,CT,HARTFORD CT,,,,,
1954,6146,Hartford,CT,HARTFORD CT,,,,,
1955,6147,Hartford,CT,HARTFORD CT,,,,,
1956,6150,Hartford,CT,HARTFORD CT,,,,,
1957,6151,Hartford,CT,HARTFORD CT,,,,,
1958,6152,Hartford,CT,HARTFORD CT,,,,,
1959,6153,Hartford,CT,HARTFORD CT,,,,,
1960,6154,Hartford,CT,HARTFORD CT,,,,,
1961,6155,Hartford,CT,HARTFORD CT,,,,,
1962,6156,Hartford,CT,HARTFORD CT,,,,,
1963,6160,Hartford,CT,HARTFORD CT,,,,,
1964,6161,Hartford,CT,HARTFORD CT,,,,,
1965,6167,Hartford,CT,HARTFORD CT,,,,,
1966,6176,Hartford,CT,HARTFORD CT,,,,,
1967,6180,Hartford,CT,HARTFORD CT,,,,,
1968,6183,Hartford,CT,HARTFORD CT,,,,,
1969,6199,Hartford,CT,HARTFORD CT,,,,,
1970,6226,Willimantic,CT,WILLIMANTIC CT,,,,,
1971,6230,Abington,CT,WILLIMANTIC CT,,,,,
1972,6231,Amston,CT,WILLIMANTIC CT,,,,,
1973,6232,Andover,CT,WILLIMANTIC CT,,,,,
1974,6233,Ballouville,CT,WILLIMANTIC CT,,,,,
1975,6234,Brooklyn,CT,WILLIMANTIC CT,,,,,
1976,6235,Chaplin,CT,WILLIMANTIC CT,,,,,
1977,6237,Columbia,CT,WILLIMANTIC CT,,,,,
1978,6238,Coventry,CT,WILLIMANTIC CT,,,,,
1979,6239,Danielson,CT,WILLIMANTIC CT,,,,,
1980,6241,Dayville,CT,WILLIMANTIC CT,,,,,
1981,6242,Eastford,CT,WILLIMANTIC CT,,,,,
1982,6243,East Killingly,CT,WILLIMANTIC CT,,,,,
1983,6244,East Woodstock,CT,WILLIMANTIC CT,,,,,
1984,6245,Fabyan,CT,WILLIMANTIC CT,,,,,
1985,6246,Grosvenor Dale,CT,WILLIMANTIC CT,,,,,
1986,6247,Hampton,CT,WILLIMANTIC CT,,,,,
1987,6248,Hebron,CT,WILLIMANTIC CT,,,,,
1988,6249,Lebanon,CT,WILLIMANTIC CT,,,,,
1989,6250,Mansfield Center,CT,WILLIMANTIC CT,,,,,
1990,6251,Mansfield Depot,CT,WILLIMANTIC CT,,,,,
1991,6254,North Franklin,CT,WILLIMANTIC CT,,,,,
1992,6255,North Grosvenord,CT,WILLIMANTIC CT,,,,,
1993,6256,North Windham,CT,WILLIMANTIC CT,,,,,
1994,6258,Pomfret,CT,WILLIMANTIC CT,,,,,
1995,6259,Pomfret Center,CT,WILLIMANTIC CT,,,,,
1996,6260,Putnam,CT,WILLIMANTIC CT,,,,,
1997,6262,Quinebaug,CT,WILLIMANTIC CT,,,,,
1998,6263,Rogers,CT,WILLIMANTIC CT,,,,,
1999,6264,Scotland,CT,WILLIMANTIC CT,,,,,
2000,6265,South Willington,CT,WILLIMANTIC CT,,,,,
2001,6266,South Windham,CT,WILLIMANTIC CT,,,,,
2002,6267,South Woodstock,CT,WILLIMANTIC CT,,,,,
2003,6268,Storrs Mansfield,CT,WILLIMANTIC CT,,,,,
2004,6269,Storrs Mansfield,CT,WILLIMANTIC CT,,,,,
2005,6277,Thompson,CT,WILLIMANTIC CT,,,,,
2006,6278,Warrenville,CT,WILLIMANTIC CT,,,,,
2007,6279,West Willington,CT,WILLIMANTIC CT,,,,,
2008,6280,Windham,CT,WILLIMANTIC CT,,,,,
2009,6281,Woodstock,CT,WILLIMANTIC CT,,,,,
2010,6282,Woodstock Valley,CT,WILLIMANTIC CT,,,,,
2011,6320,New London,CT,NEW LONDON CT,,,,,
2012,6330,Baltic,CT,NORWICH CT,,,,,
2013,6331,Canterbury,CT,WILLIMANTIC CT,,,,,
2014,6332,Central Village,CT,WILLIMANTIC CT,,,,,
2015,6333,East Lyme,CT,NEW LONDON CT,,,,,
2016,6334,Bozrah,CT,NORWICH CT,,,,,
2017,6335,Gales Ferry,CT,NEW LONDON CT,,,,,
2018,6336,Gilman,CT,NORWICH CT,,,,,
2019,6338,Mashantucket,CT,NEW LONDON CT,,,,,
2020,6339,Ledyard,CT,NEW LONDON CT,,,,,
2021,6340,Groton,CT,NEW LONDON CT,,,,,
2022,6349,Groton,CT,NEW LONDON CT,,,,,
2023,6350,Hanover,CT,NORWICH CT,,,,,
2024,6351,Jewett City,CT,NORWICH CT,,,,,
2025,6353,Montville,CT,NORWICH CT,,,,,
2026,6354,Moosup,CT,WILLIMANTIC CT,,,,,
2027,6355,Mystic,CT,NEW LONDON CT,,,,,
2028,6357,Niantic,CT,NEW LONDON CT,,,,,
2029,6359,North Stonington,CT,NEW LONDON CT,,,,,
2030,6360,Norwich,CT,NORWICH CT,,,,,
2031,6365,Preston,CT,NORWICH CT,,,,,
2032,6370,Oakdale,CT,NORWICH CT,,,,,
2033,6371,Old Lyme,CT,NEW LONDON CT,,,,,
2034,6372,Old Mystic,CT,NEW LONDON CT,,,,,
2035,6373,Oneco,CT,WILLIMANTIC CT,,,,,
2036,6374,Plainfield,CT,WILLIMANTIC CT,,,,,
2037,6375,Quaker Hill,CT,NEW LONDON CT,,,,,
2038,6376,South Lyme,CT,NEW LONDON CT,,,,,
2039,6377,Sterling,CT,WILLIMANTIC CT,,,,,
2040,6378,Stonington,CT,NEW LONDON CT,,,,,
2041,6379,Pawcatuck,CT,NEW LONDON CT,,,,,
2042,6380,Taftville,CT,NORWICH CT,,,,,
2043,6382,Uncasville,CT,NORWICH CT,,,,,
2044,6383,Versailles,CT,NORWICH CT,,,,,
2045,6384,Voluntown,CT,NORWICH CT,,,,,
2046,6385,Waterford,CT,NEW LONDON CT,,,,,
2047,6387,Wauregan,CT,WILLIMANTIC CT,,,,,
2048,6388,West Mystic,CT,NEW LONDON CT,,,,,
2049,6389,Yantic,CT,NORWICH CT,,,,,
2050,6401,Ansonia,CT,ANSONIA CT,,,,,
2051,6403,Beacon Falls,CT,WATERBURY CT,,,,,
2052,6404,Botsford,CT,DANBURY CT,,,,,
2053,6405,Branford,CT,NEW HAVEN CT,,,,,
2054,6408,Cheshire,CT,MERIDEN CT,,,,,
2055,6409,Centerbrook,CT,MIDDLETOWN CT,,,,,
2056,6410,Cheshire,CT,MERIDEN CT,,,,,
2057,6411,Chestire,CT,MERIDEN CT,,,,,
2058,6412,Chester,CT,MIDDLETOWN CT,,,,,
2059,6413,Clinton,CT,MIDDLETOWN CT,,,,,
2060,6414,Cobalt,CT,MIDDLETOWN CT,,,,,
2061,6415,Colchester,CT,NORWICH CT,,,,,
2062,6416,Cromwell,CT,MIDDLETOWN CT,,,,,
2063,6417,Deep River,CT,MIDDLETOWN CT,,,,,
2064,6418,Derby,CT,ANSONIA CT,,,,,
2065,6419,Killingworth,CT,MIDDLETOWN CT,,,,,
2066,6420,Salem,CT,NORWICH CT,,,,,
2067,6422,Durham,CT,MIDDLETOWN CT,,,,,
2068,6423,East Haddam,CT,MIDDLETOWN CT,,,,,
2069,6424,East Hampton,CT,MIDDLETOWN CT,,,,,
2070,6426,Essex,CT,MIDDLETOWN CT,,,,,
2071,6437,Guilford,CT,NEW HAVEN CT,,,,,
2072,6438,Haddam,CT,MIDDLETOWN CT,,,,,
2073,6439,Hadlyme,CT,NEW LONDON CT,,,,,
2074,6440,Hawleyville,CT,DANBURY CT,,,,,
2075,6441,Higganum,CT,MIDDLETOWN CT,,,,,
2076,6442,Ivoryton,CT,MIDDLETOWN CT,,,,,
2077,6443,Madison,CT,NEW HAVEN CT,,,,,
2078,6444,Marion,CT,NEW BRITAIN CT,,,,,
2079,6447,Marlborough,CT,EAST HARTFORD CT,,,,,
2080,6450,Meriden,CT,MERIDEN CT,,,,,
2081,6451,Meriden,CT,MERIDEN CT,,,,,
2082,6455,Middlefield,CT,MIDDLETOWN CT,,,,,
2083,6456,Middle Haddam,CT,MIDDLETOWN CT,,,,,
2084,6457,Middletown,CT,MIDDLETOWN CT,,,,,
2085,6459,Middletown,CT,MIDDLETOWN CT,,,,,
2086,6460,Milford,CT,NEW HAVEN CT,,,,,
2087,6461,Milford,CT,NEW HAVEN CT,,,,,
2088,6467,Milldale,CT,NEW BRITAIN CT,,,,,
2089,6468,Monroe,CT,BRIDGEPORT CT,,,,,
2090,6469,Moodus,CT,MIDDLETOWN CT,,,,,
2091,6470,Newtown,CT,DANBURY CT,,,,,
2092,6471,North Branford,CT,NEW HAVEN CT,,,,,
2093,6472,Northford,CT,NEW HAVEN CT,,,,,
2094,6473,North Haven,CT,NEW HAVEN CT,,,,,
2095,6474,North Westchester,CT,NORWICH CT,,,,,
2096,6475,Old Saybrook,CT,MIDDLETOWN CT,,,,,
2097,6477,Orange,CT,NEW HAVEN CT,,,,,
2098,6478,Oxford,CT,ANSONIA CT,,,,,
2099,6479,Plantsville,CT,NEW BRITAIN CT,,,,,
2100,6480,Portland,CT,MIDDLETOWN CT,,,,,
2101,6481,Rockfall,CT,MIDDLETOWN CT,,,,,
2102,6482,Sandy Hook,CT,DANBURY CT,,,,,
2103,6483,Seymour,CT,ANSONIA CT,,,,,
2104,6484,Shelton,CT,ANSONIA CT,,,,,
2105,6487,South Britain,CT,WATERBURY CT,,,,,
2106,6488,Southbury,CT,WATERBURY CT,,,,,
2107,6489,Southington,CT,NEW BRITAIN CT,,,,,
2108,6491,Stevenson,CT,BRIDGEPORT CT,,,,,
2109,6492,Wallingford,CT,MERIDEN CT,,,,,
2110,6493,Wallingford,CT,MERIDEN CT,,,,,
2111,6494,Wallingford,CT,MERIDEN CT,,,,,
2112,6495,Wallingford,CT,MERIDEN CT,,,,,
2113,6498,Westbrook,CT,MIDDLETOWN CT,,,,,
2114,6501,New Haven,CT,NEW HAVEN CT,,,,,
2115,6502,New Haven,CT,NEW HAVEN CT,,,,,
2116,6503,New Haven,CT,NEW HAVEN CT,,,,,
2117,6504,New Haven,CT,NEW HAVEN CT,,,,,
2118,6505,New Haven,CT,NEW HAVEN CT,,,,,
2119,6506,New Haven,CT,NEW HAVEN CT,,,,,
2120,6507,New Haven,CT,NEW HAVEN CT,,,,,
2121,6508,New Haven,CT,NEW HAVEN CT,,,,,
2122,6509,New Haven,CT,NEW HAVEN CT,,,,,
2123,6510,New Haven,CT,NEW HAVEN CT,,,,,
2124,6511,New Haven,CT,NEW HAVEN CT,,,,,
2125,6512,East Haven,CT,NEW HAVEN CT,,,,,
2126,6513,East Haven,CT,NEW HAVEN CT,,,,,
2127,6514,Hamden,CT,NEW HAVEN CT,,,,,
2128,6515,New Haven,CT,NEW HAVEN CT,,,,,
2129,6516,West Haven,CT,NEW HAVEN CT,,,,,
2130,6517,Hamden,CT,NEW HAVEN CT,,,,,
2131,6518,Hamden,CT,NEW HAVEN CT,,,,,
2132,6519,New Haven,CT,NEW HAVEN CT,,,,,
2133,6520,New Haven,CT,NEW HAVEN CT,,,,,
2134,6521,New Haven,CT,NEW HAVEN CT,,,,,
2135,6524,Bethany,CT,NEW HAVEN CT,,,,,
2136,6525,Woodbridge,CT,NEW HAVEN CT,,,,,
2137,6530,New Haven,CT,NEW HAVEN CT,,,,,
2138,6531,New Haven,CT,NEW HAVEN CT,,,,,
2139,6532,New Haven,CT,NEW HAVEN CT,,,,,
2140,6533,New Haven,CT,NEW HAVEN CT,,,,,
2141,6534,New Haven,CT,NEW HAVEN CT,,,,,
2142,6535,New Haven,CT,NEW HAVEN CT,,,,,
2143,6536,New Haven,CT,NEW HAVEN CT,,,,,
2144,6537,New Haven,CT,NEW HAVEN CT,,,,,
2145,6538,New Haven,CT,NEW HAVEN CT,,,,,
2146,6540,New Haven,CT,NEW HAVEN CT,,,,,
2147,6601,Bridgeport,CT,BRIDGEPORT CT,,,,,
2148,6602,Bridgeport,CT,BRIDGEPORT CT,,,,,
2149,6604,Bridgeport,CT,BRIDGEPORT CT,,,,,
2150,6605,Bridgeport,CT,BRIDGEPORT CT,,,,,
2151,6606,Bridgeport,CT,BRIDGEPORT CT,,,,,
2152,6607,Bridgeport,CT,BRIDGEPORT CT,,,,,
2153,6608,Bridgeport,CT,BRIDGEPORT CT,,,,,
2154,6610,Bridgeport,CT,BRIDGEPORT CT,,,,,
2155,6611,Trumbull,CT,BRIDGEPORT CT,,,,,
2156,6612,Easton,CT,BRIDGEPORT CT,,,,,
2157,6614,Stratford,CT,BRIDGEPORT CT,,,,,
2158,6615,Stratford,CT,BRIDGEPORT CT,,,,,
2159,6673,Bridgeport,CT,BRIDGEPORT CT,,,,,
2160,6699,Bridgeport,CT,BRIDGEPORT CT,,,,,
2161,6701,Bridgeport,CT,WATERBURY CT,,,,,
2162,6702,Waterbury,CT,WATERBURY CT,,,,,
2163,6703,Waterbury,CT,WATERBURY CT,,,,,
2164,6704,Waterbury,CT,WATERBURY CT,,,,,
2165,6705,Waterbury,CT,WATERBURY CT,,,,,
2166,6706,Waterbury,CT,WATERBURY CT,,,,,
2167,6708,Waterbury,CT,WATERBURY CT,,,,,
2168,6710,Waterbury,CT,WATERBURY CT,,,,,
2169,6712,Prospect,CT,WATERBURY CT,,,,,
2170,6716,Wolcott,CT,WATERBURY CT,,,,,
2171,6720,Waterbury,CT,WATERBURY CT,,,,,
2172,6721,Waterbury,CT,WATERBURY CT,,,,,
2173,6722,Waterbury,CT,WATERBURY CT,,,,,
2174,6723,Waterbury,CT,WATERBURY CT,,,,,
2175,6724,Waterbury,CT,WATERBURY CT,,,,,
2176,6725,Waterbury,CT,WATERBURY CT,,,,,
2177,6726,Waterbury,CT,WATERBURY CT,,,,,
2178,6749,Waterbury,CT,WATERBURY CT,,,,,
2179,6750,Bantam,CT,TORRINGTON CT,,,,,
2180,6751,Bethlehem,CT,TORRINGTON CT,,,,,
2181,6752,Bridgewater,CT,TORRINGTON CT,,,,,
2182,6753,Cornwall,CT,TORRINGTON CT,,,,,
2183,6754,Warren,CT,TORRINGTON CT,,,,,
2184,6755,Gaylordsville,CT,TORRINGTON CT,,,,,
2185,6756,Goshen,CT,TORRINGTON CT,,,,,
2186,6757,Kent,CT,TORRINGTON CT,,,,,
2187,6758,Lakeside,CT,TORRINGTON CT,,,,,
2188,6759,Litchfield,CT,TORRINGTON CT,,,,,
2189,6762,Middlebury,CT,WATERBURY CT,,,,,
2190,6763,Morris,CT,TORRINGTON CT,,,,,
2191,6770,Naugatuck,CT,WATERBURY CT,,,,,
2192,6776,New Milford,CT,TORRINGTON CT,,,,,
2193,6777,New Preston Marb,CT,TORRINGTON CT,,,,,
2194,6778,Northfield,CT,TORRINGTON CT,,,,,
2195,6779,Oakville,CT,WATERBURY CT,,,,,
2196,6781,Pequabuck,CT,TORRINGTON CT,,,,,
2197,6782,Plymouth,CT,TORRINGTON CT,,,,,
2198,6783,Roxbury,CT,TORRINGTON CT,,,,,
2199,6784,Sherman,CT,TORRINGTON CT,,,,,
2200,6785,South Kent,CT,TORRINGTON CT,,,,,
2201,6786,Terryville,CT,TORRINGTON CT,,,,,
2202,6787,Thomaston,CT,TORRINGTON CT,,,,,
2203,6790,Torrington,CT,TORRINGTON CT,,,,,
2204,6791,Harwinton,CT,TORRINGTON CT,,,,,
2205,6792,Torrington,CT,TORRINGTON CT,,,,,
2206,6793,Washington,CT,TORRINGTON CT,,,,,
2207,6794,Washington Depot,CT,TORRINGTON CT,,,,,
2208,6795,Watertown,CT,WATERBURY CT,,,,,
2209,6796,West Cornwall,CT,TORRINGTON CT,,,,,
2210,6798,Woodbury,CT,WATERBURY CT,,,,,
2211,6801,Bethel,CT,DANBURY CT,,,,,
2212,6804,Brookfield,CT,DANBURY CT,,,,,
2213,6807,Cos Cob,CT,STAMFORD CT,,,,,
2214,6810,Danbury,CT,DANBURY CT,,,,,
2215,6811,Danbury,CT,DANBURY CT,,,,,
2216,6812,New Fairfield,CT,DANBURY CT,,,,,
2217,6813,Danbury,CT,DANBURY CT,,,,,
2218,6814,Danbury,CT,DANBURY CT,,,,,
2219,6816,Danbury,CT,DANBURY CT,,,,,
2220,6817,Danbury,CT,DANBURY CT,,,,,
2221,6820,Darien,CT,STAMFORD CT,,,,,
2222,6824,Fairfield,CT,BRIDGEPORT CT,,,,,
2223,6825,Fairfield,CT,BRIDGEPORT CT,,,,,
2224,6828,Fairfield,CT,BRIDGEPORT CT,,,,,
2225,6829,Georgetown,CT,DANBURY CT,,,,,
2226,6830,Byram,CT,STAMFORD CT,,,,,
2227,6831,Greenwich,CT,STAMFORD CT,,,,,
2228,6836,Greenwich,CT,STAMFORD CT,,,,,
2229,6838,Greens Farms,CT,BRIDGEPORT CT,,,,,
2230,6840,New Canaan,CT,STAMFORD CT,,,,,
2231,6850,Norwalk,CT,BRIDGEPORT CT,,,,,
2232,6851,Norwalk,CT,BRIDGEPORT CT,,,,,
2233,6852,Norwalk,CT,BRIDGEPORT CT,,,,,
2234,6853,Norwalk,CT,BRIDGEPORT CT,,,,,
2235,6854,Norwalk,CT,BRIDGEPORT CT,,,,,
2236,6855,Norwalk,CT,BRIDGEPORT CT,,,,,
2237,6856,Norwalk,CT,BRIDGEPORT CT,,,,,
2238,6857,Norwalk,CT,BRIDGEPORT CT,,,,,
2239,6858,Norwalk,CT,BRIDGEPORT CT,,,,,
2240,6860,Norwalk,CT,BRIDGEPORT CT,,,,,
2241,6870,Old Greenwich,CT,STAMFORD CT,,,,,
2242,6875,Redding Center,CT,DANBURY CT,,,,,
2243,6876,Redding Center,CT,DANBURY CT,,,,,
2244,6877,Ridgefield,CT,DANBURY CT,,,,,
2245,6878,Riverside,CT,STAMFORD CT,,,,,
2246,6879,Ridgefield,CT,DANBURY CT,,,,,
2247,6880,Westport,CT,BRIDGEPORT CT,,,,,
2248,6881,Westport,CT,BRIDGEPORT CT,,,,,
2249,6883,Weston,CT,DANBURY CT,,,,,
2250,6888,Westport,CT,BRIDGEPORT CT,,,,,
2251,6889,Westport,CT,BRIDGEPORT CT,,,,,
2252,6890,Southport,CT,BRIDGEPORT CT,,,,,
2253,6896,West Redding,CT,DANBURY CT,,,,,
2254,6897,Wilton,CT,STAMFORD CT,,,,,
2255,6901,Stamford,CT,STAMFORD CT,,,,,
2256,6902,Stamford,CT,STAMFORD CT,,,,,
2257,6903,Stamford,CT,STAMFORD CT,,,,,
2258,6904,Stamford,CT,STAMFORD CT,,,,,
2259,6905,Stamford,CT,STAMFORD CT,,,,,
2260,6906,Stamford,CT,STAMFORD CT,,,,,
2261,6907,Stamford,CT,STAMFORD CT,,,,,
2262,6910,Stamford,CT,STAMFORD CT,,,,,
2263,6911,Stamford,CT,STAMFORD CT,,,,,
2264,6912,Stamford,CT,STAMFORD CT,,,,,
2265,6913,Stamford,CT,STAMFORD CT,,,,,
2266,6914,Stamford,CT,STAMFORD CT,,,,,
2267,6926,Stamford,CT,STAMFORD CT,,,,,
2268,6927,Stamford,CT,STAMFORD CT,,,,,
