id,zipcode,city,state,fo,dds,oho,fo_id,dds_id,oho_id
1278,4646,Islesford,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1279,4648,Jonesboro,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1280,4649,Jonesport,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1281,4650,Little Deer Isle,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1282,4652,Lubec,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1283,4653,Bass Harbor,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1284,4654,Machias,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1285,4655,Machiasport,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1286,4657,Meddybemps,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1287,4658,Milbridge,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1288,4660,Mount Desert,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1289,4662,Northeast Harbor,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1290,4664,Sullivan,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1291,4666,Pembroke,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1292,4667,Perry,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1293,4668,Princeton,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1294,4669,Prospect Harbor,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1295,4671,Robbinston,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1296,4672,Salsbury Cove,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1297,4673,Sargentville,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1298,4674,Seal Cove,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1299,4675,Seal Harbor,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1300,4676,Sedgwick,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1301,4677,Sorrento,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1302,4679,Southwest Harbor,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1303,4680,Steuben,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1304,4681,Stonington,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1305,4683,Sunset,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1306,4684,Surry,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1307,4685,Swans Island,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1308,4686,Wesley,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1309,4691,Whiting,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1310,4693,Winter Harbor,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1311,4694,Woodland,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1312,4730,Houlton,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1313,4732,Ashland,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1314,4733,Benedicta,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1315,4734,Blaine,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1316,4735,Bridgewater,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1317,4736,Caribou,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1318,4737,Clayton Lake,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1319,4738,Crouseville,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1320,4739,Eagle Lake,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1321,4740,Easton,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1322,4741,Estcourt Station,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1323,4742,Fort Fairfield,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1324,4743,Fort Kent,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1325,4744,Fort Kent Mills,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1326,4745,Frenchville,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1327,4746,Grand Isle,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1328,4747,Island Falls,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1329,4750,Limestone,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1330,4751,Limestone,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1331,4756,Madawaska,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1332,4757,Mapleton,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1333,4758,Mars Hill,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1334,4760,Monticello,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1335,4761,New Limerick,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1336,4762,New Sweden,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1337,4763,Oakfield,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1338,4764,Oxbow,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1339,4765,Patten,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1340,4766,Perham,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1341,4768,Portage,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1342,4769,Presque Isle,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1343,4772,Saint Agatha,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1344,4773,Saint David,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1345,4774,Saint Francis,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1346,4775,Sheridan,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1347,4776,Sherman Mills,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1348,4777,Sherman Station,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1349,4779,Sinclair,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1350,4780,Smyrna Mills,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1351,4781,Soldier Pond,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1352,4783,Stockholm,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1353,4785,Van Buren,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1354,4786,Washburn,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1355,4787,Westfield,ME,PRESQUE ISLE ME,AUGUSTA ME,PORTLAND ME,,,
1356,4841,Rockland,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1357,4843,Camden,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1358,4847,Hope,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1359,4848,Islesboro,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1360,4849,Lincolnville,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1361,4850,Lincolnville Center,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1362,4851,Matinicus,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1363,4852,Monhegan,ME,AUGUSTA ME,AUGUSTA ME,PORTLAND ME,,,
1364,4853,North Haven,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1365,4854,Owls Head,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1366,4855,Port Clyde,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1367,4856,Rockport,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1368,4858,South Thomaston,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1369,4859,Spruce Head,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1370,4860,Tenants Harbor,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1371,4861,Thomaston,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1372,4862,Union,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1373,4863,Vinalhaven,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1374,4864,Warren,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1375,4865,West Rockport,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1376,4901,Winslow,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1377,4903,Waterville,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1378,4910,Albion,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1379,4911,Anson,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1380,4912,Athens,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1381,4915,Belfast,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1382,4917,Belgrade,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1383,4918,Belgrade Lakes,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1384,4920,Bingham,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1385,4921,Brooks,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1386,4922,Burnham,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1387,4923,Cambridge,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1388,4924,Canaan,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1389,4925,Caratunk,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1390,4926,China Village,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1391,4927,Clinton,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1392,4928,Corinna,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1393,4929,Detroit,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1394,4930,Dexter,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1395,4932,Dixmont,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1396,4933,East Newport,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1397,4935,East Vassalboro,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1398,4936,Eustis,ME,AUBURN ME,AUGUSTA ME,PORTLAND ME,,,
1399,4937,Benton Station,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1400,4938,Farmington,ME,AUBURN ME,AUGUSTA ME,PORTLAND ME,,,
1401,4939,Garland,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1402,4940,Farmington Falls,ME,AUBURN ME,AUGUSTA ME,PORTLAND ME,,,
1403,4941,Freedom,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1404,4942,Wellington,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1405,4943,Hartland,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1406,4944,Hinckley,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1407,4945,Jackman,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1408,4947,Kingfield,ME,AUBURN ME,AUGUSTA ME,PORTLAND ME,,,
1409,4949,Liberty,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1410,4950,Madison,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1411,4951,Monroe,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1412,4952,Morrill,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1413,4953,Newport,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1414,4954,New Portland,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1415,4955,New Sharon,ME,AUBURN ME,AUGUSTA ME,PORTLAND ME,,,
1416,4956,New Vineyard,ME,AUBURN ME,AUGUSTA ME,PORTLAND ME,,,
1417,4957,Norridgewock,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1418,4958,North Anson,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1419,4961,North New Portla,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1420,4962,North Vassalboro,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1421,4963,Oakland,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1422,4964,Oquossoc,ME,AUBURN ME,AUGUSTA ME,PORTLAND ME,,,
1423,4965,Palmyra,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1424,4966,Phillips,ME,AUBURN ME,AUGUSTA ME,PORTLAND ME,,,
1425,4967,Pittsfield,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1426,4969,Plymouth,ME,BANGOR ME,AUGUSTA ME,PORTLAND ME,,,
1427,4970,Rangeley,ME,AUBURN ME,AUGUSTA ME,PORTLAND ME,,,
1428,4971,Saint Albans,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1429,4972,Sandy Point,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1430,4973,Searsmont,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1431,4974,Searsport,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1432,4975,Shawmut,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1433,4976,Skowhegan,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1434,4978,Smithfield,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1435,4979,Solon,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1436,4981,Stockton Springs,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1437,4982,Stratton,ME,AUBURN ME,AUGUSTA ME,PORTLAND ME,,,
1438,4983,Strong,ME,AUBURN ME,AUGUSTA ME,PORTLAND ME,,,
1439,4984,Temple,ME,AUBURN ME,AUGUSTA ME,PORTLAND ME,,,
1440,4985,West Forks,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1441,4986,Thorndike,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1442,4987,Troy,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1443,4988,Unity,ME,ROCKLAND ME,AUGUSTA ME,PORTLAND ME,,,
1444,4989,Vassalboro,ME,WATERVILLE ME,AUGUSTA ME,PORTLAND ME,,,
1445,4992,West Farmington,ME,AUBURN ME,AUGUSTA ME,PORTLAND ME,,,
1446,5001,White River Junction,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1447,5009,White River Junction,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1448,5030,Ascutney,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1449,5031,Barnard,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1450,5032,Bethel,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1451,5033,Bradford,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1452,5034,Bridgewater,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1453,5035,Bridgewater Corn,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1454,5036,Brookfield,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1455,5037,Brownsville,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1456,5038,Chelsea,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1457,5039,Corinth,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1458,5040,East Corinth,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1459,5041,East Randolph,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1460,5042,Ryegate,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1461,5043,East Thetford,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1462,5045,Fairlee,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1463,5046,Groton,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1464,5047,Hartford,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1465,5048,Hartland,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1466,5049,Hartland Four Corners,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1467,5050,Mc Indoe Falls,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1468,5051,Newbury,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1469,5052,North Hartland,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1470,5053,North Pomfret,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1471,5054,North Thetford,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1472,5055,Norwich,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1473,5056,Plymouth,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1474,5058,Post Mills,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1475,5059,Quechee,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1476,5060,Randolph,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1477,5061,Randolph Center,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1478,5062,Reading,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1479,5065,Sharon,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1480,5067,South Pomfret,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1481,5068,South Royalton,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1482,5069,South Ryegate,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1483,5070,South Strafford,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1484,5071,South Woodstock,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1485,5072,Strafford,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1486,5073,Taftsville,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1487,5074,Thetford,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1488,5075,Thetford Center,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1489,5076,Topsham,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1490,5077,Tunbridge,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1491,5079,Vershire,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1492,5081,Wells River,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1493,5083,West Fairlee,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1494,5084,West Hartford,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1495,5085,West Newbury,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1496,5086,West Topsham,VT,MONTPELIER VT,WATERBURY VT,MANCHESTER NH,,,
1497,5088,Wilder,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1498,5089,Windsor,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1499,5091,Woodstock,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1500,5101,Bellows Falls,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1501,5141,Cambridgeport,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1502,5142,Cavendish,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1503,5143,Chester,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1504,5146,Grafton,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1505,5148,Bromley Mtn,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1506,5149,Ludlow,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1507,5150,North Springfiel,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1508,5151,Perkinsville,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1509,5152,Peru,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1510,5153,Proctorsville,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1511,5154,Saxtons River,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1512,5155,South Londonderr,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1513,5156,Springfield,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1514,5158,Westminster,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1515,5159,Westminster Station,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1516,5161,Weston,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1517,5201,Bennington,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1518,5250,Arlington,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1519,5251,Dorset,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1520,5252,East Arlington,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1521,5253,East Dorset,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1522,5254,Manchester,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1523,5255,Manchester Cente,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1524,5257,North Bennington,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1525,5260,North Pownal,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1526,5261,Pownal,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1527,5262,Shaftsbury,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1528,5301,Brattleboro,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1529,5302,Brattleboro,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1530,5303,Brattleboro,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1531,5304,Brattleboro,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1532,5340,Bondville,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1533,5341,East Dover,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1534,5342,Jacksonville,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1535,5343,Jamaica,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1536,5344,Marlboro,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1537,5345,Newfane,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1538,5346,Putney,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1539,5350,Readsboro,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1540,5351,South Newfane,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1541,5352,Stamford,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1542,5353,Townshend,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1543,5354,Vernon,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1544,5355,Wardsboro,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1545,5356,Mount Snow,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1546,5357,West Dummerston,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1547,5358,West Halifax,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1548,5359,West Townshend,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1549,5360,West Wardsboro,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1550,5361,Whitingham,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1551,5362,Williamsville,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1552,5363,Wilmington,VT,RUTLAND VT,WATERBURY VT,MANCHESTER NH,,,
1553,5401,Burlington,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1554,5402,Burlington,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1555,5403,South Burlington,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1556,5404,Winooski,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1557,5405,Burlington,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1558,5406,Burlington,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1559,5407,South Burlington,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1560,5408,Burlington,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1561,5439,Colchester,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1562,5440,Alburg,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1563,5441,Bakersfield,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1564,5442,Belvidere Center,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1565,5443,Bristol,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1566,5444,Cambridge,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1567,5445,Charlotte,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1568,5446,Colchester,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1569,5447,East Berkshire,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1570,5448,East Fairfield,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1571,5449,Colchester,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1572,5450,Enosburg Falls,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1573,5451,Essex,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1574,5452,Essex Junction,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
1575,5453,Essex Junction,VT,BURLINGTON VT,WATERBURY VT,MANCHESTER NH,,,
